ITS_ID,HOF_ID,Full_Name,Passoport Number,Visa Number,Passport Expiry Date,Date of Birth
20382340,20382340,Mulla Imranali bhai Mulla Qurbanhusain bhai Kaka sweet wala,FZ89CLPE,VMMB33RLHE,22/03/2032,12/05/2028
60404162,20382340,Shireen bai Mulla Imranali bhai Kaka sweet wala,X1CNG6LS,2LDDUEFOWL,17/05/2031,14/10/2025
60404164,20382340,Ammar bhai Mulla Imranali bhai Kaka sweet wala,LGSJV7F5,1AT3683TJG,01/09/2027,09/03/2030
40486947,20382340,Sakina bai Ammar bhai Kaka sweet wala,S5K0GJZ2,82AW4UCLEH,09/05/2027,20/03/2035
50160538,20382340,Amatullah bai Ammar bhai Kaka sweet wala,HT1XRF10,KXXJG1NTMZ,27/03/2028,20/01/2027
40907274,20382340,Burhanuddin bhai Ammar bhai Kaka sweet wala,80U9HNRP,Q572AC6IFL,14/09/2034,19/04/2033
20382342,20382342,Mulla Husain bhai Mulla Yahya bhai Bandukwala,2NPAMVHU,BGGGNTBOM5,21/08/2024,28/02/2032
60404169,20382342,Fatema bai Mulla Husain bhai Bandukwala,V4C6BWBC,D4LVMWMUXO,17/04/2035,10/12/2026
60404170,20382342,Saifuddin bhai Mulla Yahya bhai Banduk Wala,18ONL1Y7,VTAI6IENMR,07/03/2027,24/11/2033
20382343,20382343,Shaikh Mustafa bhai Shaikh Karim bhai Mithaiwala,VJ76RMDK,EEELKCBEWJ,23/07/2033,18/09/2028
60404173,20382343,Durriya bai Shaikh Mustafa bhai Mithaiwala,UZSTH4WC,YWBGM84SVZ,14/11/2030,29/07/2025
60404175,20382343,Zainulabedeen bhai Shaikh Mustafa bhai Mithaiwala,KK1TXKCY,QZNZS3NXKM,07/02/2032,25/12/2032
40460288,20382343,Jamila bai Zainulabedeen bhai Mithaiwala,33YGJNLD,T97PSIPHMS,05/01/2033,03/02/2027
40192965,20382343,Burhanuddin bhai Zainulabedeen bhai Mithaiwala,CR69HMYC,2H3PRDSWJH,16/02/2032,20/06/2033
20382345,20382345,Hatimali bhai Mulla Qamruddin bhai Ujjain wala,OQFXEOOI,C7BJQX9O9T,13/11/2028,16/05/2032
60404182,20382345,Moiz bhai Hatimali bhai Ujjainwala,PHSF7XF7,YJNNRQ6KHI,09/07/2030,06/11/2029
40488273,20382345,Husaina bai Moiz bhai Ujjainwala,VWU5EIZ6,A374MGNA7D,01/10/2028,30/10/2025
40192963,20382345,Muhammad bhai Moiz bhai Ujjainwala,GK4EOS4W,G8MSC5JS1R,03/06/2033,19/11/2034
20382348,20382348,Yusuf bhai Qamruddin bhai Ujjainwala,YU2S8QLC,TJ6DVEUD6A,07/12/2027,23/03/2028
60404189,20382348,Tasneem bai Yusuf bhai Ujjainwala,K2R8X380,KQRFW1OK41,05/06/2030,19/08/2028
60404191,20382348,Aliasghar bhai Yusuf bhai Ujaainwala,O9VL609W,EL00QQURWZ,23/08/2030,02/05/2032
40455261,20382348,Zainab bai Aliasghar bhai Ujaainwala,AJ7XQG4I,JP8MMATA03,03/11/2032,29/03/2026
60404192,20382348,Qasim bhai Yusuf bhai Ujjainwala,HDN3DICX,MHQNHCOYFF,15/12/2028,25/10/2028
40171054,20382348,Burhanuddin bhai Aliasghar bhai Ujaainwala,0F5DABDA,942AYI2UJL,16/05/2034,27/06/2034
40202949,20382348,Amatullah bai Aliasghar bhai Ujaainwala,5PYKGSON,QXG70NYN1X,01/11/2026,28/02/2026
20382349,20382349,Aliasgar bhai Hasanali bhai Kapasi,4I22Y4EE,G86RP7FELO,02/11/2027,17/04/2035
60404193,20382349,Farida bai Aliasgar bhai Kapasi,0CFSQCYO,2DN25AUDRS,01/06/2035,18/02/2030
30924404,20382349,Amatullah bai Aliasgar bhai Kapasi,7NN3WDXX,OU6BW1SZED,07/04/2027,12/09/2028
30924405,20382349,Hussain bhai Aliasgar bhai Kapasi,2SX26ZK0,SH7CTVQ7QV,24/07/2030,28/02/2035
40910186,20382349,Tahir bhai Aliasgar bhai Kapasi,MC3JPMK0,01I1POZR6I,24/11/2031,13/06/2035
50161692,20382349,Burhanuddin bhai Aliasgar bhai Kapasi,ETT21PX0,IMDHAT307Y,03/12/2024,04/04/2027
20382350,20382350,Fidaali bhai Nooruddin bhai Malir wala,IECMIELW,BJ419ZZOIK,09/02/2032,10/03/2032
60404194,20382350,Farida bai Fidaali bhai Malir wala,CAJ4UE25,753JZ4NLO5,19/01/2025,09/12/2025
60404195,20382350,Mufaddal bhai Fidaali bhai Malir wala,MGB4NWES,T94K3IBHCV,15/01/2033,07/10/2029
40431402,20382350,Khadija bai Mufaddal bhai Malir wala,U327UOZQ,7A87Z34M79,23/07/2026,26/10/2030
60404197,20382350,Burhanuddin bhai Fidaali bhai Malir wala,DBN13L79,B7XYJX0FZO,06/05/2028,30/09/2024
40220602,20382350,Hussaina bai Mufaddal bhai Malir wala,GVLQAL1C,7MQHXBTTED,14/09/2029,11/10/2030
20382355,20382355,Saifuddin bhai Musa bhai Ghatila,HKP48O60,HDWKDIOLRB,06/12/2030,26/02/2031
60404216,20382355,Ummulbaneen bai Saifuddin bhai Ghatila,VIV42IZ4,SXPQY7NYTC,09/02/2035,10/11/2024
60404217,20382355,Moiz bhai Saifuddin bhai Ghatila,U84VXCT9,B5QKARALRI,17/09/2025,22/11/2033
60462084,20382355,Jamila bai Moiz bhai Ghatila,SE2MQFCY,XPTDKPH3IZ,20/04/2026,14/09/2026
40907265,20382355,Ummulkiraam bai Moiz bhai Ghatila,PM6ZCWVR,8X4GZHFRXA,20/07/2027,12/07/2034
40910189,20382355,Jumana bai Moiz bhai Ghatila,APCR2SWD,GOU72Z1900,23/03/2033,16/02/2033
50160685,20382355,Burhanuddin bhai Moiz bhai Ghatila,UWBOAXEJ,2A3ISK7EM3,24/06/2028,21/11/2032
20382359,20382359,Mufaddal bhai Ismail bhai Sutterwala,OXTWC7U0,7C8IKE8ZG9,11/01/2031,15/07/2029
60404229,20382359,Nafisa bai Mufaddal bhai Sutterwala,ECHWLMKK,SI0D57H8J5,28/01/2035,17/02/2035
60404230,20382359,Salman bhai Mufaddal bhai Sutterwala,3Z4ZEG2J,GLKZBGFNH4,22/07/2034,28/12/2024
40430445,20382359,Arwa bai Salman bhai Sutterwala,G54W1KT6,QFWO15S10W,27/01/2030,28/05/2030
50160678,20382359,Burhanuddin bhai Salman bhai Sutterwala,YMPTO39T,WBZSVHEQR9,19/01/2032,18/07/2026
50160679,20382359,Adnan bhai Salman bhai Sutterwala,RK9IV8AM,328EFD50FQ,20/01/2028,09/06/2028
40223808,20382359,Sakina bai Salman bhai Sutterwala,ULQDBSJK,7SHWFI232Y,04/11/2031,13/03/2025
60404238,20382361,Shireen bai Najmuddin bhai Ezzy,F2DB6EX6,ADP2UKYONB,19/04/2033,17/09/2031
20382361,20382361,Mustansir bhai Mulla Najmuddin bhai Bandukwala,CVHEKIZI,5P6ADJCHB8,16/09/2034,18/08/2032
60404239,20382361,Munira bai Mustansir bhai Bandukwala,BSO0HQV0,IZ40E9N911,20/12/2029,19/09/2029
20382365,20382365,Abbas bhai Taherali bhai Noorani,GENO5J86,USJZQ6AVMR,17/02/2030,29/03/2030
60404255,20382365,Shehrebanu bai Abbas bhai Noorani,HBCDOIAH,ZLKWXS79YT,05/09/2026,04/01/2034
20382368,20382368,Shaikh Shabbir bhai Taherali bhai Vania,4ZSDDYXR,GXO68QWLE0,20/05/2030,09/05/2031
60404263,20382368,Shireen bai Shaikh Shabbir bhai Vania,SH4Z6Z30,A3E5MNS31Z,14/01/2033,29/05/2032
60404264,20382368,Abbas bhai Shaikh Shabbir bhai Vania,S1H3U6VY,2GH05AENUX,20/11/2030,29/04/2025
40460338,20382368,Fatema bai Abbas bhai Vania,D0XENHSN,KD7EQ5S1R6,23/05/2034,22/03/2028
30918762,20382368,Sakina bai Abbas bhai Vania,WM35M57E,WLZO0MGRAZ,14/05/2026,11/04/2031
40904359,20382368,Adam bhai Abbas bhai Vania,MF7YP1NC,Q7I7EHOTIB,26/12/2029,13/06/2032
40904351,20382368,Burhanuddin bhai Abbas bhai Vania,7FDIAQW8,JBPHNQVKL8,15/07/2035,26/03/2034
20382369,20382369,Badruddin bhai Mulla Burhanuddin bhai Rahat,6EUO0L0M,XVDDBXSU3G,16/07/2026,21/05/2033
60404266,20382369,Sakina bai Badruddin bhai Rahat,36VVZ911,PSWN3KNK9Q,03/08/2025,02/05/2032
60404268,20382369,Murtaza bhai Badruddin bhai Rahat,VCQ51OYF,8GPD9XFY26,20/05/2026,22/06/2028
60404269,20382369,Ummehani bai Badruddin bhai Rahat,EH0WAD9J,Z7DYGT850P,20/02/2033,02/06/2035
40497239,20382369,Zainab bai Murtaza bhai Rahat,UZ66U4Y3,97CDCNKWBO,08/05/2034,14/09/2026
50161703,20382369,Batool bai Murtaza bhai Kalawadwala,S5AZ8LQ6,UU4XLATS55,24/02/2033,26/12/2024
50161704,20382369,Arwa bai Murtaza bhai Kalawadwala,9PBWNHMR,F5NITBXNS7,23/04/2028,05/01/2031
50161716,20382369,Burhanuddin bhai Murtaza bhai Rahat,UACQ0XGU,NLBABAHBHY,25/12/2029,15/01/2034
40192966,20382369,Saifuddin bhai Murtaza bhai Rahat,ROU3FSRP,KSFXEAO0RC,18/05/2031,31/08/2033
20382370,20382370,Ali bhai Fakhruddin bhai Adamjee aladin,494NSKLZ,Y126KDQOX6,14/05/2033,15/07/2027
60404270,20382370,Tahera bai Ali bhai Adamjee aladin,6N3N7GT0,GNQMRJ7IOJ,21/02/2030,30/06/2033
60404271,20382370,Zainulabedeen bhai Ali bhai Adamjee alladin,NJEDIYKF,CLMC75C0FF,10/03/2030,24/08/2032
40470310,20382370,Zahra bai Zainulabedeen bhai Adamjee alladin,1QB9P7BA,26KZYCMQYV,04/02/2032,11/06/2033
60404272,20382370,Idrees bhai Ali bhai Adamjee aladin,ZLUKKF9V,VJ04YIOY27,06/07/2033,25/11/2031
40202955,20382370,Kumail bhai Zainulabedeen bhai Adamjee alladin,UBTPW3C1,N05PQHLMEL,07/02/2028,24/08/2024
60404273,20382371,Tehmina bai Yusuf bhai Jivanji,Z2TCAZOO,E47XL2X6MM,04/08/2034,02/03/2030
20382371,20382371,Najmuddin bhai Yusuf bhai Jivanji,P1D2V4SC,CAPRYNYDLW,09/06/2032,02/07/2027
60404274,20382371,Tasneem bai Najmuddin bhai Jivanji,GBJPRM0B,2E4B5GHUHU,05/11/2027,02/03/2027
60404275,20382371,Tahir bhai Najmuddin bhai Jivanji,RQFPQ77K,MCEDDEP7WC,04/01/2030,06/07/2034
20382375,20382375,Mulla Husain bhai Hamza bhai Lokhandwala,XIMQDJOC,82MIM8OOOV,12/01/2026,05/02/2035
60404290,20382375,Tasneem bai Mulla Husain bhai Lokhandwala,Q9C2YA3L,XPNLVINKAK,10/02/2032,21/06/2025
40909291,20382375,Raj bhai Mulla Husain bhai Lokhandwala,B248GR76,FWLQB8JRQ3,18/01/2032,31/12/2026
20382376,20382376,Shaikh Zulfaqar bhai Shaikh Qayum bhai Ezzi,S20C4VJ7,4H0BG9B8LG,08/06/2035,01/08/2027
60404292,20382376,Fatema bai Shaikh Zulfaqar bhai Ezzi,AZ0C58I8,Y7ZFVHP9FG,29/03/2026,18/09/2030
60404294,20382376,Mufaddal bhai Shaikh Zulfaqar bhai Ezzy,NNTCVY4M,IUP8PSOFTZ,21/09/2032,13/12/2028
40485843,20382376,Tasneem bai Mufaddal bhai Ezzy,8E2BDTM7,3G0DRM629U,25/11/2026,20/09/2025
30154400,20382376,Hussain bhai Mufaddal bhai Ezzy,CP7DIO7R,Q07SP3R6CD,04/09/2032,29/12/2026
40190613,20382376,Burhanuddin bhai Mufaddal bhai Ezzy,R39TSE4M,A2BIUVQA1K,23/03/2033,10/10/2024
40202968,20382376,Aliasgar bhai Mufaddal bhai Ezzy,GAQZ03X5,2NBNKCBW2O,28/12/2024,06/02/2025
20382377,20382377,Mulla Sajjadhusain bhai Shamsuddin bhai Bandook wala,IYLHWHQO,XAHUEG3FFN,13/11/2030,18/12/2026
60404296,20382377,Taiyeba bai Mulla Sajjadhusain bhai Bandook wala,526XVRZ9,JWHG4B633M,22/04/2026,16/02/2032
60404297,20382377,Lamiya bai Mulla Sajjadhusain bhai Bandook wala,7Q8TPKHN,Y68FYGRTIJ,31/08/2026,23/09/2024
20382379,20382379,Mustafa bhai Mulla Ghulamali bhai Udhepurwala,4D27SO2A,90ZK6SF2V2,15/09/2027,03/02/2031
60404303,20382379,Rehana bai Mustafa bhai Udhepurwala,WWF3DRNZ,WZJQXPMXPX,23/04/2032,15/07/2034
60404306,20382379,Mohammed bhai Mustafa bhai Udaipurwala,51S3IT3V,8WLML1R4IH,31/10/2033,22/08/2028
20382380,20382380,Fatema bai Ismail bhai Morbiwala,48HFE3CQ,LPOQPAK2KI,16/02/2029,08/10/2032
20382385,20382385,Aliasgar bhai Ahmed bhai Shajehanpurwala,44L5T7W0,1IRWC8HMUB,04/03/2034,03/07/2025
60404329,20382385,Rabab bai Aliasgar bhai Shajehanpurwala,L0CZNBCL,MLD9R1OCWV,09/07/2035,30/04/2026
40907252,20382385,Maryam bai Aliasgar bhai Shajehanpurwala,ZB36FUYM,G9JDHZ72WM,22/04/2035,07/04/2027
40907269,20382385,Batool bai Aliasgar bhai Shajehanpurwala,YNZMBJAA,F2IL4A320O,18/05/2033,26/03/2030
20382388,20382388,Shaikh Shabbir bhai Shaikh Ghulamabbas bhai Shakir,L2JTDK71,4IN064AFR8,29/12/2032,16/08/2028
60404346,20382388,Maimuna bai Shaikh Shabbir bhai Shakir,ZC6ORBXT,GT7U7FAV3O,09/03/2033,19/12/2032
20382390,20382390,Shaikh Safdar bhai Mulla Musa bhai Ghatila,MN0MCR3J,DDVP2Y0FQZ,26/02/2030,04/08/2024
60404357,20382390,Nafisa bai Shaikh Safdar bhai Ghatila,5OJL34M1,N3O3MG0F15,19/02/2026,24/10/2024
60404358,20382390,Arwa bai Shaikh Safdar bhai Ghatila,WCP43HD9,PBN6GZRRNW,22/09/2030,01/01/2028
20382395,20382395,Ismail bhai Ibrahim bhai Patanwala,F5KJ5UZQ,MMMM2CFCJO,06/11/2030,20/02/2035
60404384,20382395,Mustafa bhai Ismail bhai Patanwala,A7IW7LGS,51AISNVSNH,13/07/2031,12/01/2031
60404389,20382395,Murtaza bhai Ismail bhai Patanwala,CUUQ3YLD,HZOAAX0DKU,17/07/2032,28/10/2032
60404390,20382395,Munira bai Mustafa bhai Patanwala,23PO2HNG,TJ7W8U8NIE,12/09/2032,09/10/2029
60404388,20382395,Tasneem bai Murtaza bhai Patanwala,4QP6OCLN,VRU3QLBZK9,25/05/2030,26/04/2031
60404385,20382395,Mulla Husain bhai Mustafa bhai Patanwala,2SAGQ36Z,I9IZTET1J8,23/02/2027,20/02/2031
30924151,20382395,Khuzaima bhai Murtaza bhai Patanwala,TIXVJ94C,0L5UBL056V,10/01/2027,22/04/2034
50161715,20382395,Alizainulabedin bhai Murtaza bhai Patanwala,CT0R971I,8CLI98PYQS,18/08/2029,29/07/2024
20382396,20382396,Shaikh Iqbalhusain bhai Jivaji bhai Jivajee,BU1KEJO4,FFKR8WB5VE,26/05/2029,09/02/2027
60404392,20382396,Aqeel bhai Shaikh Iqbalhusain bhai Jivajee,VKQV1DH4,RLGXU4YY6U,21/12/2031,12/02/2029
60404393,20382396,Marya bai Aqeel bhai Jivajee,UXIXO9YK,UBF7U1XFEA,12/09/2027,12/12/2029
60404394,20382396,Hatim bhai Aqeel bhai Jivajee,JNEXSNXI,BM5KTNMCB7,07/10/2032,20/12/2026
30928924,20382396,Insiyah bai Aqeel bhai Jivajee,38M2MCUT,9X4QCWX16O,19/08/2027,10/08/2027
20382398,20382398,Abdeali bhai Asgarali bhai Hakimjee,9RI9F91X,9ANRLI5PV9,24/11/2027,13/03/2035
60404399,20382398,Zahida bai Abdeali bhai Hakimjee,Z81SZSL3,ULR8BTVV0D,03/12/2027,30/05/2033
60404400,20382398,Husain bhai Abdeali bhai Hakimjee,OGK4CMOI,JPOTR4GI7W,15/09/2034,29/03/2033
30348227,20382398,Maryam bai Husain bhai Hakimjee,MA83U0NJ,TV0WXWBQ9I,03/07/2029,02/06/2030
30153865,20382398,Zainab bai Husain bhai Hakimjee,3BBYE6JQ,5GNXPETKHA,07/07/2027,17/09/2027
40172424,20382398,Sakina bai Husain bhai Hakimjee,IMO4E8D0,L5DFB8XJIG,02/11/2028,02/08/2028
20382400,20382400,Shabbirali bhai Adamali bhai Mithai wala,4E2ITGHF,V8GIC0FA8R,06/08/2032,01/11/2029
60404402,20382400,Husaina bai Shabbirali bhai Mithai wala,74WB5WQ8,YYBUWLBC81,27/05/2029,11/10/2030
20382402,20382402,Fatema bai Mulla Mansoorali bhai Adamjee,G8P2GZFL,04XARNFV7Z,23/07/2026,22/06/2029
60404410,20382402,Husamuddin bhai Mulla Jivanji bhai Baghdadwala,8BGZMEUX,H4XO7WGCQE,04/12/2026,12/05/2030
60404411,20382402,Moiz bhai Mulla Jivanji bhai Baghdadwala,E795RRGA,Y575DW1DYC,29/09/2026,19/04/2033
20382403,20382403,Aneesa bai Shaikh Moizali bhai Jivajee,KMOUKPK5,YLZEKNUN5E,10/02/2027,02/03/2033
60404412,20382403,Mustafa bhai Shaikh Moizali bhai Jivajee,RFZEN00F,GOON7Q45M7,30/09/2028,30/11/2024
50471209,20382403,Munira bai Mustafa bhai Jivajee,ZTNN4JQQ,SM6ZSIDLLQ,10/09/2031,18/08/2029
30918765,20382403,Sakina bai Mustafa bhai Jivajee,LUOMDN8W,69WA9MDDX8,29/08/2027,11/04/2031
40907259,20382403,Mustansir bhai Mustafa bhai Jivajee,SVHZ4EC7,4VGU2IHWRC,04/04/2034,11/05/2026
20382404,20382404,Shaikh Zaferali bhai Taiyebali bhai Engineer,ZQ4LNUDT,0RX5KXWJ97,29/08/2024,06/03/2026
60404415,20382404,Amatullah bai Shaikh Zaferali bhai Engineer,3LKPJ4E8,M7M9E7X7SV,08/11/2027,14/03/2030
60404416,20382404,Mulla Asgarali bhai Shaikh Zaferali bhai Engineer,03AGZDOR,ZTT7PF43GJ,23/07/2031,14/04/2032
60404417,20382404,Tasneem bai Mulla Asgarali bhai Engineer,BG7TZAZZ,4MQN3Z6WVR,26/01/2035,02/06/2034
60404418,20382404,Ibrahimali bhai Mulla Asgarali bhai Engineer,LAD2WZSP,CF04I2TD66,17/02/2029,20/01/2028
60404419,20382404,Batul bai Mulla Asgarali bhai Engineer,74DWPY12,MUYJ2CV5GF,12/02/2026,02/06/2027
30706965,20382404,Zainab bai Mulla Asgarali bhai Engineer,NTEZ7TDX,NKE7S6CSAR,30/10/2027,20/08/2027
20382407,20382407,Mulla Moiz bhai Mulla Adamali bhai Mithaiwala,DSCMC3AD,CSRTNFBCEU,31/01/2035,08/09/2027
60404433,20382407,Umaima bai Mulla Moiz bhai Mithaiwala,WLC1FUPZ,7XH5KAS9YE,16/05/2031,22/12/2032
50471368,20382407,Abdulqadir bhai Mulla Moiz bhai Mithaiwala,DEPE6BGG,W16D4KVHMR,07/06/2034,16/07/2027
40438782,20382408,Yasmeen bai Abdullah bhai Halai,DK0N4P5B,FHFRA6LGXX,17/08/2025,22/05/2029
20382408,20382408,Shabbir bhai Abdullah bhai Halai,BAT6OX7Y,GQXW0P0AWJ,17/11/2032,04/01/2035
60404434,20382408,Zainab bai Shabbir bhai Halai,J1Q1YF0Y,2OV59IF0X1,17/07/2026,20/05/2025
50170206,20382408,Insiyah bai Shabbir bhai Halai,WGPLDITA,C6HUUD7YNP,28/10/2034,22/11/2024
20382412,20382412,Shaikh Abbas bhai Shaikh Abidali bhai Burhanpurwala,HCSTFH5J,6RLI7SL2TS,02/08/2033,05/04/2027
60404454,20382412,Nafisa bai Shaikh Abbas bhai Burhanpurwala,IPAJ7GEB,HY2L6SPJKF,20/11/2032,03/06/2026
60404455,20382412,Husain bhai Shaikh Abbas bhai Burhanpurwala,IIJNW6DE,HFK1ZUSYVH,11/08/2025,17/03/2030
20382414,20382414,Fatema bai Akberali bhai Malik,MKA72ZFM,772KKKZBSJ,26/07/2032,30/05/2028
20382416,20382416,Shaikh Tayyeb bhai Mulla Mohammedali bhai Ilaichi,3ODX5J22,2YAXEYB1S6,01/09/2028,21/12/2030
40434970,20382416,Nafisa bai Shaikh Tayyeb bhai Ilaichi,AP1OFMPA,VVL2Y22QP6,21/02/2026,24/11/2029
20382419,20382419,Mustafa bhai Asgarali bhai Hakimjee,F1GK06GC,MVNR8X50XG,27/02/2027,07/01/2025
60404487,20382419,Jumana bai Mustafa bhai Hakimjee,ZZZ0I7DP,R82PP5X1DJ,12/07/2028,14/02/2035
20382420,20382420,Shaikh Abbas bhai Mulla Fazleabbas bhai Hakimjee,HW0YUTAC,Q7TFRX67UP,29/09/2027,20/07/2033
60404490,20382420,Mulla Shireen bai Shaikh Abbas bhai Hakimjee,JU0O50UU,2YFODZ80LW,20/06/2029,17/03/2027
20382422,20382422,Moiz bhai Yusufali bhai Ezzi,17EHHNDA,NEB5TZ4PRS,11/04/2035,28/02/2028
60404498,20382422,Shehrebanu bai Moiz bhai Ezzi,F77TO8PO,NOYXE5T9OG,19/06/2026,08/02/2035
60404500,20382422,Hussain bhai Moiz bhai Mona wala,CWAPIZQN,OT183Z3F3Z,21/08/2031,01/06/2035
60404499,20382422,Hasnain bhai Moiz bhai Mona wala,6CN20DRK,ZXZZ2KTDJI,29/01/2027,05/03/2029
40437702,20382422,Mohammed bhai Moiz bhai Mona wala,GI0QFWHP,UGCYG10P20,15/03/2035,14/09/2034
40461200,20382422,Sakina bai Hasnain bhai Mona wala,FY5EBRSZ,LE4IQOQK4O,13/02/2034,02/12/2029
60441222,20382422,Sakina bai Mohammed bhai Mona wala,3OG0U0RV,SSJSP789G8,30/08/2034,08/04/2032
40437701,20382422,Zainulabedeen bhai Moiz bhai Mona wala,2DPL4K4X,ZK6EQ47ZT5,02/03/2032,06/05/2028
40190617,20382422,Habil bhai Hasnain bhai Mona wala,X8WU62NM,OGVB1KIAM7,07/04/2029,21/03/2026
40220601,20382422,Ummekulsum bai Hasnain bhai Mona wala,KO9HT238,3DEOY75WG7,24/10/2034,13/07/2030
40220594,20382422,Burhanuddin bhai Mohammed bhai Mona wala,PCQJLWOD,UAXANHUCVG,02/05/2027,02/02/2035
20382423,20382423,Abbasali bhai Taiyebali bhai Sethia,4203SM01,5GQF7BDSRH,03/03/2028,07/10/2030
40437703,20382423,Batul bai Abbasali bhai Sethia,1WNGCUJS,XK7JT93TPW,12/01/2028,07/08/2030
40437706,20382423,Yusuf bhai Abbasali bhai Sethia,FQ3E5ZZS,R8HYU8MRIW,21/02/2025,23/10/2026
40496362,20382423,Alefiyah bai Yusuf bhai Sethia,3OXRDDJR,K421QUCALL,26/10/2029,04/03/2028
40437704,20382423,Mohammed bhai Abbasali bhai Sethia,HV43A8O8,3B837VQ0AU,09/03/2032,04/08/2029
40475053,20382423,Khadija bai Mohammed bhai Sethia,L1AJR4BA,JQO14XS3V4,08/11/2034,24/11/2031
30151613,20382423,Mufaddal bhai Yusuf bhai Sethia,KEGWI9UM,KT3CCJ2P1T,21/08/2029,09/04/2029
40190612,20382423,Taha bhai Yusuf bhai Sethia,4G5V61MB,036M4OGF5K,06/08/2031,02/03/2034
40220599,20382423,Murtaza bhai Mohammed bhai Sethia,PFWAW1JJ,PX5GCN0MX3,25/04/2033,27/12/2032
20382425,20382425,Zareena bai Sadiqali bhai Adamjee,YRQFS9MZ,197TLRQ566,16/08/2025,22/04/2035
40437714,20382425,Murtazaali bhai Sadiqali bhai Adamjee,1EO87Y5W,ILB1PYJN4U,16/12/2031,16/01/2029
40437715,20382425,Mariyah bai Murtazaali bhai Adamjee,FABPV076,6M1G9PSPY4,27/03/2034,08/09/2025
40437716,20382425,Mustansir bhai Murtazaali bhai Adamjee,SQIDU7CH,16NLQ515AM,05/06/2028,04/08/2026
40463813,20382425,Ruqaiyah bai Mustansir bhai Adamjee,V64U00B9,XHFOHKTRBA,05/03/2032,01/12/2034
40223807,20382425,Mustaali bhai Mustansir bhai Adamjee,HVXGKN7J,BE7RJRXQ27,27/12/2027,19/08/2027
20382428,20382428,Mulla Mustafa bhai Abdulhusain bhai Khambati,BBHKNE0O,603G4YWMQA,06/12/2025,13/12/2025
40437730,20382428,Munira bai Mulla Mustafa bhai Khambati,48SBVGGO,DH9MK63UCO,15/12/2032,19/03/2032
40437732,20382428,Fatema bai Mulla Mustafa bhai Khambati,PIAS0CNH,DQIMMQJ1LF,05/08/2027,27/05/2033
30706964,20382428,Murtaza bhai Mulla Mustafa bhai Khambhati,X36L1GGW,AOMGT9O2RQ,12/02/2025,17/10/2033
20382429,20382429,Bilqis bai Akberali bhai Khass,IBD365W2,Y8ZS6UY00I,06/11/2030,28/10/2028
20382434,20382434,Shabbirhusain bhai Mulla Saifuddin bhai Kanchwala,Y44GRP70,8TEX1PM5N2,29/11/2028,03/04/2035
40437748,20382434,Rashida bai Shabbirhusain bhai Kanchwala,KXE3LUNS,FX0I0O6SZ6,26/10/2025,26/05/2026
40437751,20382434,Maryam bai Shabbirhusain bhai Kanchwala,PRP222TB,7XUHV0UGAC,31/08/2029,03/11/2032
20382438,20382438,Shoebali bhai Asgarali bhai Udepurwala,9FPIFLXG,80BPJXX7OA,19/12/2025,19/07/2034
40437759,20382438,Aliakbar bhai Shoebali bhai Udepurwala,W8HNLR6N,BP2SRVF7V6,22/12/2034,26/05/2025
40437760,20382438,Murtaza bhai Shoebali bhai Udehpurwala,52XELWHO,C8GP3RTD36,03/12/2025,29/10/2024
40460824,20382438,Mehreen bai Murtaza bhai Udehpurwala,XDW3Y6RF,F3XL7GPI8F,26/04/2030,31/08/2032
60404180,20382438,Zainab bai Aliakbar bhai Udepurwala,ROOPXX95,IGJ5YLX290,18/11/2028,30/06/2034
50191273,20382438,Hussain bhai Aliakbar bhai Udhepurwala,WUR8NGS2,HXR0CG3TVS,27/05/2025,30/04/2027
50191355,20382438,Ibrahim bhai Murtaza bhai Udaipurwala,LGJKA5FU,U2WJB8Q0TW,15/05/2030,16/07/2034
40202967,20382438,Zahra bai Murtaza bhai Udehpurwala,YKW0YSPF,RMRWVAI9RX,17/06/2030,10/06/2025
20382439,20382439,Zoherali bhai Akberali bhai Burhanpurwala,30H3RLOB,8QBTI8MM0U,14/11/2024,14/07/2030
40437761,20382439,Shaheen bai Zoherali bhai Burhanpurwala,AZR3IO0M,HFSYKQ0AGS,06/11/2026,25/10/2029
40437763,20382439,Alihusain bhai Zoherali bhai Burhanpurwala,57RHBH8K,PSA9VN1531,13/11/2031,04/10/2031
40430747,20382439,Fatema bai Alihusain bhai Burhanpurwala,JFQV6RBG,KTFYUIU4D8,03/04/2032,03/09/2032
40437765,20382439,Mariyah bai Zoherali bhai Burhanpurwala,1OSAEPKE,RUNXM2RO0R,14/01/2029,18/08/2031
20382445,20382445,Shakir bhai Sadiqali bhai Ismailjee,KVZ03ZMY,Q9T64OL48H,03/01/2033,21/08/2027
40437778,20382445,Samina bai Shakir bhai Ismailjee,Y2KNSBKN,9ZJ8AG15M7,04/02/2026,28/05/2027
40437777,20382445,Mujtaba bhai Shakir bhai Ismailji,GESZV2RS,7L7QTLVNVU,22/02/2033,01/05/2029
40437776,20382445,Murtaza bhai Shakir bhai Ismailji,NEIBY4AS,8CPQ91ZNL0,09/07/2032,08/10/2025
20382446,20382446,Aamir bhai Mulla Adnan bhai Bandukwala,OIHJ359M,CC792MTNZY,18/09/2025,09/05/2035
40437779,20382446,Mariyah bai Aamir bhai Bandukwala,UATDPMQ1,3FP9GHSN8O,28/05/2032,16/09/2028
